name	command	threads	rep	mode	real	user	sys
1000g_chr22_full_genotypes	view_bcf	0	1	baseline	32.980000	26.950000	1.150000
1000g_chr22_full_genotypes	view_bcf	0	1	plan	15.680000	10.230000	0.930000
1000g_chr22_full_genotypes	view_bcf	0	2	plan	16.160000	10.350000	1.050000
1000g_chr22_full_genotypes	view_bcf	0	2	baseline	33.130000	26.940000	1.180000
1000g_chr22_full_genotypes	view_bcf	0	3	baseline	33.030000	26.910000	1.170000
1000g_chr22_full_genotypes	view_bcf	0	3	plan	16.070000	10.560000	0.990000
1000g_chr22_full_genotypes	view_bcf	0	4	plan	15.940000	10.210000	0.970000
1000g_chr22_full_genotypes	view_bcf	0	4	baseline	32.980000	26.890000	1.120000
1000g_chr22_full_genotypes	view_bcf	0	5	baseline	33.160000	27.040000	1.120000
1000g_chr22_full_genotypes	view_bcf	0	5	plan	15.760000	10.230000	0.940000
1000g_chr22_full_genotypes	view_bcf	2	1	baseline	25.200000	27.210000	3.230000
1000g_chr22_full_genotypes	view_bcf	2	1	plan	11.850000	10.770000	2.860000
1000g_chr22_full_genotypes	view_bcf	2	2	plan	11.780000	10.830000	2.770000
1000g_chr22_full_genotypes	view_bcf	2	2	baseline	24.960000	27.050000	3.100000
1000g_chr22_full_genotypes	view_bcf	2	3	baseline	24.760000	26.770000	3.050000
1000g_chr22_full_genotypes	view_bcf	2	3	plan	11.620000	10.560000	2.310000
1000g_chr22_full_genotypes	view_bcf	2	4	plan	11.640000	10.460000	2.290000
1000g_chr22_full_genotypes	view_bcf	2	4	baseline	24.830000	26.930000	2.800000
1000g_chr22_full_genotypes	view_bcf	2	5	baseline	24.870000	27.480000	2.830000
1000g_chr22_full_genotypes	view_bcf	2	5	plan	11.610000	10.690000	2.310000
1000g_chr22_full_genotypes	view_bcf	4	1	baseline	24.800000	26.840000	2.800000
1000g_chr22_full_genotypes	view_bcf	4	1	plan	12.510000	11.380000	2.930000
1000g_chr22_full_genotypes	view_bcf	4	2	plan	11.570000	10.820000	2.400000
1000g_chr22_full_genotypes	view_bcf	4	2	baseline	24.650000	27.320000	2.740000
1000g_chr22_full_genotypes	view_bcf	4	3	baseline	24.710000	26.860000	2.710000
1000g_chr22_full_genotypes	view_bcf	4	3	plan	11.490000	10.420000	2.140000
1000g_chr22_full_genotypes	view_bcf	4	4	plan	11.490000	10.390000	2.140000
